0,-1.6889231,3.636633,8.812365
0.229889,0.38136974,3.7864566,9.956474
0.260193,0.7218784,3.9090397,9.615966
0.300202,1.5390993,3.9090397,9.80665
0.330231,2.3699405,4.5628166,9.615966
0.36023,2.4108016,4.7126403,8.894087
0.400025,2.5606253,5.053149,9.956474
0.440094,3.0645783,4.2495484,9.915613
0.480195,2.4108016,4.440233,9.534244
0.510041,2.3699405,4.372132,9.507003
0.540009,2.5606253,4.1814466,9.343558
0.569977,2.5606253,4.140586,9.534244
0.599976,2.5333846,4.2086873,9.466142
0.629914,2.7921712,3.9499009,9.507003
0.660035,2.9147544,3.6774938,9.343558
0.703217,2.8330324,3.8273177,9.466142
0.740143,2.6832085,3.3778462,9.724928
0.782868,2.3018389,3.173541,9.384419
0.830628,1.8387469,3.0645783,9.888372
0.870179,1.7978859,2.7921712,9.80665
0.910248,1.7297841,3.0237172,10.038197
0.950409,1.5390993,2.8738933,9.915613
0.990174,1.4982382,3.0237172,10.732834
1.030335,1.2666923,3.1463003,9.956474
1.069977,1.3075534,3.0645783,9.575105
1.114594,0.7627395,3.214402,10.269742
1.150055,0.53119355,3.255263,10.269742
1.190217,0.38136974,3.1463003,9.80665
1.230225,-0.040861044,3.405087,10.310603
1.270234,-0.19068487,3.445948,10.337844
1.313141,0,3.336985,11.141444
1.350068,2.152015,2.7921712,13.402422
1.395173,1.0760075,2.3018389,11.372991
1.430115,0.6946377,1.56634,7.246025
1.470276,0,0.84446156,10.147159
1.510071,1.9885708,-0.50395286,8.812365
1.550568,-0.040861044,1.1441092,5.47538
1.589966,0.38136974,1.9477097,9.507003
1.63028,-2.982856,4.7126403,11.836082
1.670411,-1.3075534,2.5606253,9.575105
1.710206,-0.10896278,2.6423476,10.95076
1.750184,-0.10896278,3.0645783,9.343558
1.790253,0.10896278,2.6832085,10.528529
1.830475,0.6537767,3.173541,10.378705
1.871979,0.23154591,2.3699405,9.656827
1.91095,0.313268,2.7921712,10.119919
1.951203,0.53119355,2.4925237,10.228881
1.99112,0.6946377,2.2201166,10.528529
2.031037,0.6537767,2.2201166,10.460427
2.071045,1.4573772,1.7978859,9.956474
2.121003,1.9477097,2.9556155,11.727119
2.161194,0.92618364,2.3699405,10.269742
2.200959,3.173541,1.9477097,11.304889
2.240998,2.4925237,1.7978859,9.343558
2.280976,2.2609777,1.5390993,8.62168
2.320954,2.2201166,2.4925237,10.119919
2.360993,3.486809,1.2258313,9.997335
2.401185,3.1054392,1.7978859,10.147159
2.440979,2.982856,1.56634,10.378705
